status_id,status_published,num_likes
293444394190504_589256447942629,2017-01-23,0
293444394190504_589231614611779,2017-01-23,0
293444394190504_589219441279663,2017-01-23,0
293444394190504_588895904645350,2017-01-22,0
293444394190504_588857394649201,2017-01-22,0
293444394190504_1013884622088690,2017-01-22,0
293444394190504_588320774702863,2017-01-22,0
293444394190504_587943528073921,2017-01-21,0
293444394190504_587892151412392,2017-01-21,0
293444394190504_10202789503695355,2017-01-20,0
293444394190504_587415721460035,2017-01-20,0
293444394190504_587197398148534,2017-01-19,0
293444394190504_587118934823047,2017-01-19,0
293444394190504_587092628159011,2017-01-19,26
293444394190504_587092494825691,2017-01-19,13
293444394190504_587080831493524,2017-01-19,0
293444394190504_587067654828175,2017-01-19,0
293444394190504_587027524832188,2017-01-19,0
293444394190504_586985154836425,2017-01-19,0
293444394190504_586427978225476,2017-01-18,0
293444394190504_586229994911941,2017-01-18,0
293444394190504_586184148249859,2017-01-17,0
293444394190504_586147758253498,2017-01-17,1
293444394190504_585988778269396,2017-01-17,0
293444394190504_585948361606771,2017-01-17,0
293444394190504_585650551636552,2017-01-16,0
293444394190504_585635481638059,2017-01-16,0
293444394190504_585570508311223,2017-01-16,0
293444394190504_585570378311236,2017-01-16,0
293444394190504_585534068314867,2017-01-16,0
293444394190504_585398888328385,2017-01-16,0
293444394190504_585372968330977,2017-01-16,0
293444394190504_585295165005424,2017-01-15,0
293444394190504_585203358347938,2017-01-15,0
293444394190504_585187011682906,2017-01-15,0
293444394190504_585137305021210,2017-01-15,0
293444394190504_585116621689945,2017-01-15,0
293444394190504_585090255025915,2017-01-15,0
293444394190504_585068478361426,2017-01-15,0
293444394190504_585055288362745,2017-01-15,0
293444394190504_584998995035041,2017-01-15,0
293444394190504_584994031702204,2017-01-15,0
293444394190504_584718668396407,2017-01-14,0
293444394190504_584654525069488,2017-01-14,0
293444394190504_584607061740901,2017-01-14,0
293444394190504_584456795089261,2017-01-14,0
293444394190504_584453248422949,2017-01-14,0
293444394190504_584452861756321,2017-01-14,1
293444394190504_584431225091818,2017-01-14,0
293444394190504_584395591762048,2017-01-13,0
293444394190504_584388398429434,2017-01-13,0
293444394190504_584380628430211,2017-01-13,2
293444394190504_584338668434407,2017-01-13,1
293444394190504_584239168444357,2017-01-13,13
293444394190504_1424449314245885,2017-01-13,0
293444394190504_584173638450910,2017-01-13,1
293444394190504_584165518451722,2017-01-13,0
293444394190504_584019671799640,2017-01-13,0
293444394190504_583898935145047,2017-01-12,0
293444394190504_10154242896773359,2017-01-12,0
293444394190504_583756548492619,2017-01-12,0
293444394190504_583473341854273,2017-01-12,0
293444394190504_583434131858194,2017-01-11,0
293444394190504_10154948279944297,2017-01-11,0
293444394190504_583367005198240,2017-01-11,0
293444394190504_583346251866982,2017-01-11,0
293444394190504_10154036800606510,2017-01-11,0
293444394190504_583230751878532,2017-01-11,0
293444394190504_583224198545854,2017-01-11,0
293444394190504_583184868549787,2017-01-11,0
293444394190504_583180475216893,2017-01-11,1
293444394190504_582837728584501,2017-01-10,0
293444394190504_582738271927780,2017-01-10,0
293444394190504_582627348605539,2017-01-10,0
293444394190504_582405288627745,2017-01-09,1
293444394190504_582380005296940,2017-01-09,1
293444394190504_582164721985135,2017-01-09,0
293444394190504_581886455346295,2017-01-08,0
293444394190504_581832425351698,2017-01-08,0
293444394190504_581755712026036,2017-01-08,0
293444394190504_581704002031207,2017-01-07,0
293444394190504_581547532046854,2017-01-07,0
293444394190504_581535478714726,2017-01-07,0
293444394190504_581509425383998,2017-01-07,0
293444394190504_581478042053803,2017-01-07,0
293444394190504_192582201209764,2017-01-07,0
293444394190504_581351818733092,2017-01-07,0
293444394190504_581299408738333,2017-01-07,0
293444394190504_581299002071707,2017-01-07,0
293444394190504_581228425412098,2017-01-06,0
293444394190504_581221542079453,2017-01-06,0
293444394190504_581177408750533,2017-01-06,0
293444394190504_581164115418529,2017-01-06,0
293444394190504_581155555419385,2017-01-06,0
293444394190504_1138018342994431,2017-01-06,0
293444394190504_580794675455473,2017-01-05,0
293444394190504_580778642123743,2017-01-05,204
293444394190504_580750135459927,2017-01-05,0
293444394190504_580698952131712,2017-01-05,0
293444394190504_580663318801942,2017-01-05,0
293444394190504_580621515472789,2017-01-05,0
293444394190504_227398721049410,2017-01-05,0
293444394190504_580434232158184,2017-01-04,0
293444394190504_580387648829509,2017-01-04,0
293444394190504_580361162165491,2017-01-04,0
293444394190504_580339685500972,2017-01-04,0
293444394190504_580321128836161,2017-01-04,0
293444394190504_10210966454773979,2017-01-04,0
293444394190504_580241352177472,2017-01-04,0
293444394190504_580154878852786,2017-01-04,1
293444394190504_580046475530293,2017-01-04,0
293444394190504_579949118873362,2017-01-03,0
293444394190504_579856042216003,2017-01-03,0
293444394190504_579621318906142,2017-01-03,0
293444394190504_240877426351525,2017-01-02,0
293444394190504_579454215589519,2017-01-02,0
293444394190504_579450225589918,2017-01-02,1
293444394190504_579382115596729,2017-01-02,0
293444394190504_579355415599399,2017-01-02,0
293444394190504_579343825600558,2017-01-02,0
293444394190504_579297955605145,2017-01-02,0
293444394190504_1257281224315155,2017-01-02,0
293444394190504_579099642291643,2017-01-01,0
293444394190504_579062818961992,2017-01-01,0
293444394190504_579055768962697,2017-01-01,0
293444394190504_579039408964333,2017-01-01,0
293444394190504_579000502301557,2017-01-01,0
293444394190504_578966968971577,2017-01-01,0
293444394190504_578954592306148,2017-01-01,0
293444394190504_578913242310283,2017-01-01,0
293444394190504_578894402312167,2017-01-01,0
293444394190504_578872795647661,2017-01-01,0
293444394190504_578853452316262,2017-01-01,0
293444394190504_578591765675764,2016-12-31,0
293444394190504_578563179011956,2016-12-31,0
293444394190504_578516239016650,2016-12-31,0
293444394190504_578470749021199,2016-12-31,0
293444394190504_578439229024351,2016-12-31,0
293444394190504_578333919034882,2016-12-31,1
293444394190504_578270365707904,2016-12-31,0
293444394190504_578187325716208,2016-12-31,0
293444394190504_578105329057741,2016-12-30,0
293444394190504_578057505729190,2016-12-30,0
293444394190504_578055115729429,2016-12-30,0
293444394190504_10208383499732814,2016-12-30,0
293444394190504_578024575732483,2016-12-30,0
293444394190504_578010352400572,2016-12-30,0
293444394190504_578008435734097,2016-12-30,0
293444394190504_578002735734667,2016-12-30,0
293444394190504_577981585736782,2016-12-30,0
293444394190504_577975792404028,2016-12-30,0
293444394190504_577958899072384,2016-12-30,0
293444394190504_577950539073220,2016-12-30,0
293444394190504_577938612407746,2016-12-30,0
293444394190504_577892535745687,2016-12-30,0
293444394190504_577867799081494,2016-12-30,0
293444394190504_577826032419004,2016-12-30,0
293444394190504_577761529092121,2016-12-30,0
293444394190504_577728912428716,2016-12-30,0
293444394190504_577724522429155,2016-12-29,0
293444394190504_577650185769922,2016-12-29,0
293444394190504_577586515776289,2016-12-29,0
293444394190504_577527225782218,2016-12-29,2
293444394190504_577525882449019,2016-12-29,0
293444394190504_577514305783510,2016-12-29,0
293444394190504_577509415783999,2016-12-29,0
293444394190504_577509409117333,2016-12-29,0
293444394190504_577474982454109,2016-12-29,0
293444394190504_577419655792975,2016-12-29,0
293444394190504_577374792464128,2016-12-29,0
293444394190504_577330515801889,2016-12-29,0
293444394190504_577227095812231,2016-12-28,0
293444394190504_577220202479587,2016-12-28,1
293444394190504_577214782480129,2016-12-28,0
293444394190504_577127565822184,2016-12-28,0
293444394190504_577114482490159,2016-12-28,0
293444394190504_577048625830078,2016-12-28,0
293444394190504_577045082497099,2016-12-28,0
293444394190504_577037122497895,2016-12-28,0
293444394190504_577032149165059,2016-12-28,0
